ID,Parcel ID,Address,County,State,Sale Date,Sale Price,Parcel  Class ,Year  Built ,Square Ft ,Price Per  Square Ft ,lat,long
179,08026 000140,2666 SW CREEK MILL LN,Hall County,GA,3/10/2022,"$600,000.00 ",Residential,2020,1568,$382.65 ,34.242838,-83.8551109
180,08026 000142,2670 SW CREEK MILL LN,Hall County,GA,3/10/2022,"$600,000.00 ",Residential,2020,1568,$382.65 ,34.2429289,-83.855187
181,08026 000143,2672 SW CREEK MILL LN,Hall County,GA,3/10/2022,"$600,000.00 ",Residential,2020,1580,$379.75 ,34.2429637,-83.8552234
182,08026 000145,2676 SW CREEK MILL LN,Hall County,GA,3/10/2022,"$600,000.00 ",Residential,2020,1580,$379.75 ,34.2430759,-83.8553063
183,08113 001018,5830 BRIDGEPORT CT,Hall County,GA,3/9/2022,"$335,000.00 ",Residential,2005,2110,$158.77 ,34.1751054,-83.9208483
184,15039F000060,6176 MULBERRY PARK DR,Hall County,GA,3/9/2022,"$365,000.00 ",Residential,2004,2426,$150.45 ,34.1255868,-83.826482
185,15039F000113,5766 RIVERMOORE DR,Hall County,GA,3/9/2022,"$470,000.00 ",Residential,2017,2579,$182.24 ,34.1264571,-83.8265649
186,01042 001062,576 NW LONG OAK DR,Hall County,GA,3/9/2022,"$376,500.00 ",Residential,1989,1843,$204.29 ,34.3076542,-83.8345206
187,08111 003281,5996 SCREECH OWL DR,Hall County,GA,3/9/2022,"$398,990.00 ",Residential,2021,2613,$152.69 ,34.1906106,-83.9258819
188,15047D000008,7337 LAZY HAMMOCK WAY,Hall County,GA,3/9/2022,"$678,000.00 ",Residential,2006,2832,$239.41 ,34.1447514,-83.9054756
189,10060 000096,3148 ARROWHEAD DR,Hall County,GA,3/9/2022,"$275,000.00 ",Residential,1995,1358,$202.50 ,34.3379549,-83.9203105
190,15015D000072,3537 TRIPLE CREEK BND,Hall County,GA,3/8/2022,"$150,000.00 ",Residential,1990,1512,$99.21 ,34.2704943,-83.7240437
191,15046 000054,6346 IRIS DR,Hall County,GA,3/8/2022,"$338,000.00 ",Residential,1987,1300,$260.00 ,34.1609218,-83.8949835
192,08138 001091,6357 SNUG HARBOR DR,Hall County,GA,3/8/2022,"$282,500.00 ",Residential,1999,1985,$142.32 ,34.1578837,-83.934604
193,11052 000003A,6965 CLAUDE PARKS RD,Hall County,GA,3/8/2022,"$200,000.00 ",Residential,2007,0,$0.00 ,34.4724919,-83.8813224
194,08150A000036,6709 THORNWOOD CT,Hall County,GA,3/8/2022,"$421,500.00 ",Residential,1994,2267,$185.93 ,34.163578,-83.9627469
195,15037H000124,4588 KNIGHTSBRIDGE RD,Hall County,GA,3/8/2022,"$550,000.00 ",Residential,2002,2894,$190.05 ,34.1986629,-83.8373173
196,08041 002046,4227 RED FOX TRL,Hall County,GA,3/8/2022,"$258,000.00 ",Residential,1979,1265,$203.95 ,34.2582205,-83.8937831
197,10133 009011,5083 WESTLAKE DR,Hall County,GA,3/8/2022,"$345,000.00 ",Residential,1994,960,$359.38 ,34.3731406,-83.8308744
198,08131 002027,6024 WARPATH RD,Hall County,GA,3/8/2022,"$350,000.00 ",Residential,1958,720,$486.11 ,34.1879779,-83.9483565
199,11135 000022,6924 UNDERWOOD DR,Hall County,GA,3/8/2022,"$451,500.00 ",Residential,2021,1452,$310.95 ,34.417096,-83.9614134
200,08045 001134,4448 PRESTWICK DR,Hall County,GA,3/8/2022,"$290,000.00 ",Residential,1996,1140,$254.39 ,34.2232606,-83.8744907
201,00084 002005,107 BARRETT ST,Hall County,GA,3/7/2022,"$215,000.00 ",Residential,1953,1161,$185.19 ,34.3328727,-83.8152926
202,15037 000021D,4804 STRICKLAND RD,Hall County,GA,3/7/2022,"$350,000.00 ",Residential,1974,1800,$194.44 ,34.188732,-83.8321589
203,08042A000041,4748 CRAWFORD OAKS DR,Hall County,GA,3/7/2022,"$240,000.00 ",Residential,2001,1420,$169.01 ,34.2402896,-83.8889399
204,08111 001035,5723 GARDEN WALK,Hall County,GA,3/7/2022,"$290,000.00 ",Residential,1991,2416,$120.03 ,34.1981415,-83.9341696
205,1.50E+64,6643 TRAILSIDE DR,Hall County,GA,3/7/2022,"$780,000.00 ",Residential,2014,3752,$207.89 ,34.156572,-83.9059101
206,01084 001037,2745 NE LIMESTONE CREEK DR,Hall County,GA,3/7/2022,"$458,500.00 ",Residential,2021,2810,$163.17 ,34.3253422,-83.8082049
207,11020 000007,5615 WILL WHEELER RD,Hall County,GA,3/7/2022,"$200,000.00 ",Residential,2007,1170,$170.94 ,34.4598428,-83.8510503
208,15042 000463,7047 LANCASTER XING,Hall County,GA,3/7/2022,"$515,348.00 ",Residential,2021,3288,$156.74 ,34.1390438,-83.8921273
209,15039R000109,6775 BLACK FOX DR,Hall County,GA,3/7/2022,"$490,000.00 ",Residential,2015,2029,$241.50 ,34.1315587,-83.847985
210,11046 000006,623 ROBIN HOOD DR,Hall County,GA,3/7/2022,"$230,000.00 ",Residential,2022,1344,$0.00 ,34.4802045,-83.8670486
211,08024 005354,4419 SW ROCKROSE GREEN WAY,Hall County,GA,3/7/2022,"$393,000.00 ",Residential,2019,1930,$203.63 ,34.2514382,-83.8713852
212,10080 000001A,4001 PRICE RD,Hall County,GA,3/7/2022,"$310,000.00 ",Residential,1972,1894,$163.67 ,34.3762593,-83.8896436
213,15043D000052,5409 THREE LAKES CT,Hall County,GA,3/7/2022,"$417,000.00 ",Residential,1997,2289,$182.18 ,34.1549148,-83.8782379
214,15044M000028,4973 HOLLAND VIEW DR,Hall County,GA,3/7/2022,"$455,000.00 ",Residential,2001,2542,$178.99 ,34.1961122,-83.8741181
215,08021 001068,3202 SW INDIAN HAWTHORNE RDG,Hall County,GA,3/4/2022,"$700,000.00 ",Residential,2007,2416,$289.74 ,34.2820026,-83.8868286
216,15047 002241,7000 RIVER ROCK DR,Hall County,GA,3/4/2022,"$534,124.00 ",Residential,2021,2438,$219.08 ,34.1453739,-83.9089543
217,08024 006204,4422 SW CHESTNUT OAK WAY,Hall County,GA,3/4/2022,"$481,704.00 ",Residential,2021,3268,$147.40 ,34.2528513,-83.8682685
218,11060 000094,4454 ROBERTA CIR,Hall County,GA,3/4/2022,"$156,000.00 ",Residential,1963,1223,$127.56 ,34.3991989,-83.8777203
219,12047 000044,4391 HIGHLAND GATE PKWY,Hall County,GA,3/4/2022,"$328,900.00 ",Residential,2021,2324,$141.52 ,34.4100769,-83.788554
220,12057 001081,6311 GREEN MOUNTAIN LN,Hall County,GA,3/4/2022,"$318,000.00 ",Residential,2001,1864,$170.60 ,34.4729535,-83.7818364
221,15028J000056,1052 REGENCY PARK DR,Hall County,GA,3/4/2022,"$365,000.00 ",Residential,2001,2230,$163.68 ,34.163169,-83.8084121
222,15042 000472,6983 LANCASTER XING,Hall County,GA,3/4/2022,"$577,981.00 ",Residential,2021,3192,$181.07 ,34.1400576,-83.8901406
223,15041D000349,6514 RED HAWK WAY,Hall County,GA,3/4/2022,"$505,000.00 ",Residential,2017,2890,$174.74 ,34.1312432,-83.8728759
224,07332 002021,6040 SHADBURN FERRY RD,Hall County,GA,3/4/2022,"$438,000.00 ",Residential,1985,2607,$168.01 ,34.1540936,-84.008707
225,01096 001020,2210 NE RIVERSIDE DR,Hall County,GA,3/4/2022,"$400,000.00 ",Residential,1960,2055,$194.65 ,34.3375541,-83.832739
226,08138 001116,6201 SOUTH PORT DR,Hall County,GA,3/4/2022,"$360,000.00 ",Residential,1999,1724,$208.82 ,34.1585331,-83.9429386
227,15047 000010M,5659 BLACKJACK RD,Hall County,GA,3/4/2022,"$719,000.00 ",Residential,1997,2353,$305.57 ,34.1434015,-83.923248
228,10092 000051,3496 POINT VIEW CIR,Hall County,GA,3/4/2022,"$450,000.00 ",Residential,1985,1456,$309.07 ,34.3094338,-83.8847173
229,12041 000065,5816 SWEETBOTTOM LN,Hall County,GA,3/4/2022,"$532,000.00 ",Residential,1996,3008,$176.86 ,34.4647421,-83.7981107
230,09071 002024C,6203 CARTER ST,Hall County,GA,3/4/2022,"$235,000.00 ",Residential,1920,3786,$62.07 ,34.3918634,-83.6645872
231,11019 000036,5521 WHEELER PLANTATION DR,Hall County,GA,3/4/2022,"$455,000.00 ",Residential,2009,2308,$197.14 ,34.4569038,-83.8496626
232,12056A000005,5831 FIELDSTONE CT,Hall County,GA,3/4/2022,"$230,000.00 ",Residential,1991,1074,$214.15 ,34.4619796,-83.7866052
233,12056A000005,5831 FIELDSTONE CT,Hall County,GA,3/4/2022,"$230,000.00 ",Residential,1991,1074,$214.15 ,34.4619796,-83.7866052
234,01070 003086,1015 NW HOLLY DR,Hall County,GA,3/4/2022,"$227,550.00 ",Residential,2001,1293,$175.99 ,34.3139483,-83.8354943
235,10021 000080,3632 SILVER BROOK LN,Hall County,GA,3/4/2022,"$837,500.00 ",Residential,2001,3204,$261.39 ,34.3196154,-83.9490657
236,15035B009002,3 N AVE,Hall County,GA,3/4/2022,"$143,000.00 ",Residential,1926,558,$256.27 ,34.2558896,-83.8402381
237,15018 000162,3986 OLD CORNELIA HWY,Hall County,GA,3/4/2022,"$212,500.00 ",Residential,1937,1178,$180.39 ,34.3472672,-83.7237116
238,12033 000024,5904 WAUKA MOUNTAIN SPRINGS DR,Hall County,GA,3/4/2022,"$355,000.00 ",Residential,2018,1644,$215.94 ,34.4755891,-83.8000289
239,15039R000003,6612 FAWN MEADOW LN,Hall County,GA,3/4/2022,"$520,000.00 ",Residential,2014,2809,$185.12 ,34.1337203,-83.8496419
240,15042I000017,5477 EVERGREEN FOREST CT,Hall County,GA,3/4/2022,"$447,000.00 ",Residential,2000,1726,$258.98 ,34.1432333,-83.8640969
241,01089 002028,1408 NW WOODLAND CIR,Hall County,GA,3/4/2022,"$389,900.00 ",Residential,2005,1292,$301.78 ,34.3215372,-83.8381666
242,09079B000132,6341 WOODLAND STATION DR,Hall County,GA,3/4/2022,"$285,775.00 ",Residential,2021,2255,$126.73 ,34.4084587,-83.6937812
243,10074 000162,4710 MIDDLEBORO LN,Hall County,GA,3/4/2022,"$327,000.00 ",Residential,2005,1710,$191.23 ,34.3630731,-83.909345
244,01108 001007,530 NW EAST LAKE DR,Hall County,GA,3/4/2022,"$537,500.00 ",Residential,1972,2210,$243.21 ,34.3484717,-83.8669129
245,11106 000009,5929 GLENN BURTZ RD,Hall County,GA,3/4/2022,"$241,000.00 ",Residential,1980,1692,$142.43 ,34.4223631,-83.9215103
246,15035B009003,5 N AVE,Hall County,GA,3/4/2022,"$143,000.00 ",Residential,1926,558,$256.27 ,34.2558813,-83.8400724
247,12108 000072,8711 MOSS HILL DR,Hall County,GA,3/3/2022,"$330,000.00 ",Residential,2014,2082,$158.50 ,34.4964408,-83.735518
248,10097 000150,3921 NW CAMDEN CT,Hall County,GA,3/3/2022,"$447,176.00 ",Residential,2021,2692,$166.11 ,34.3550406,-83.8807842
249,15030 000181,2729 SUMMER CREEK DR,Hall County,GA,3/3/2022,"$300,000.00 ",Residential,2013,1295,$231.66 ,34.2174017,-83.8154584
250,08067 000003A,4204 CHAMBLEE RD,Hall County,GA,3/3/2022,"$200,000.00 ",Residential,1964,1396,$143.27 ,34.2196625,-83.8986673
251,10028 000078,5753 GRANT STATION DR,Hall County,GA,3/2/2022,"$411,000.00 ",Residential,2007,2210,$185.97 ,34.3791594,-83.9504989
252,09114 000008,3131 EDGEWATER DR,Hall County,GA,3/2/2022,"$26,500.00 ",Residential,1965,1309,$20.24 ,34.3491758,-83.7968048
253,08118B000007,6222 SHOREVIEW CIR,Hall County,GA,3/2/2022,"$255,000.00 ",Residential,2004,1548,$164.73 ,34.1832,-83.935438
254,15032A000067,1650 AZELEA LN,Hall County,GA,3/2/2022,"$56,954.00 ",Residential,1961,1450,$39.28 ,34.2869616,-83.7902125
255,15037M000003,4239 WINTERGREEN CT,Hall County,GA,3/2/2022,"$271,000.00 ",Residential,1998,1270,$213.39 ,34.1948144,-83.8266064
256,11109A000073,5358 TEAKWOOD DR,Hall County,GA,3/2/2022,"$225,000.00 ",Residential,1987,1440,$0.00 ,34.3968525,-83.9390506
257,15047Q000003,6512 CROSSCREEK LN,Hall County,GA,3/2/2022,"$393,000.00 ",Residential,2019,2384,$164.85 ,34.1553195,-83.9007368
258,00126 010015,1414 WEST SIDE DR,Hall County,GA,3/2/2022,"$180,000.00 ",Residential,1940,1064,$169.17 ,34.2855712,-83.8397824
259,01042 001004,758 NW CIRCLE DR,Hall County,GA,3/2/2022,"$245,000.00 ",Residential,1954,1456,$168.27 ,34.3059846,-83.8369858
260,09071 003004B,6067 CHATTAHOOCHEE ST,Hall County,GA,3/2/2022,"$255,000.00 ",Residential,1966,1066,$239.21 ,34.390734,-83.6646599
261,08041 002056,4282 RED FOX TRL,Hall County,GA,3/1/2022,"$419,600.00 ",Residential,1986,2392,$175.42 ,34.2615401,-83.8935761
262,01083 001016,737 NE ROBINHOOD TRL,Hall County,GA,3/1/2022,"$317,500.00 ",Residential,1998,1486,$213.66 ,34.3167105,-83.810982
263,10028 000009,5730 GRANT STATION DR,Hall County,GA,3/1/2022,"$404,000.00 ",Residential,2017,2787,$144.96 ,34.3781458,-83.9529052
264,15036B000064,3905 HUNT DR,Hall County,GA,3/1/2022,"$58,000.00 ",Residential,1979,1041,$55.72 ,34.2114754,-83.8387052
265,15044 000176,5006 DEER CREEK CT,Hall County,GA,3/1/2022,"$875,000.00 ",Residential,2006,3392,$257.96 ,34.1836289,-83.8681797
266,08114 002006,4756 HOLLAND DAM RD,Hall County,GA,3/1/2022,"$310,000.00 ",Residential,1969,1476,$210.03 ,34.1733544,-83.916959
267,10128 000106,4805 PLANTATION OVLK,Hall County,GA,3/1/2022,"$495,000.00 ",Residential,2021,2752,$179.87 ,34.376542,-83.8336216
268,08148A003003,6500 GAINES FERRY RD,Hall County,GA,3/1/2022,"$199,000.00 ",Residential,1973,1680,$118.45 ,34.1775527,-83.9718218
269,15036G000017,4298 CREEK WATER XING,Hall County,GA,3/1/2022,"$525,000.00 ",Residential,2004,2434,$215.69 ,34.202609,-83.8534527
270,10132 000078,5216 JANICE CIR,Hall County,GA,3/1/2022,"$192,000.00 ",Residential,1969,890,$215.73 ,34.3825529,-83.8267617
271,10146 000020,3222 LAKELAND RD,Hall County,GA,3/1/2022,"$495,000.00 ",Residential,1957,1503,$329.34 ,34.3635517,-83.8077489
272,11158A000184,7742 ELM CIR,Hall County,GA,1/26/2022,"$265,000.00 ",Residential,2004,1526,$173.66 ,34.4151885,-83.9796657
273,08009B003011,2237 HENDERSON ST,Hall County,GA,3/1/2022,"$160,000.00 ",Residential,2002,840,$190.48 ,34.2561811,-83.8492795
274,08021 001207,3316 SW LOCUST COVE RD,Hall County,GA,3/1/2022,"$535,000.00 ",Residential,2013,2904,$184.23 ,34.282536,-83.8884224
275,09064 000035,5036 CORNELIA HWY,Hall County,GA,3/1/2022,"$205,000.00 ",Residential,1985,0,$0.00 ,34.4095929,-83.6654078
276,10074 000088,4443 ENFIELD DR,Hall County,GA,3/1/2022,"$377,200.00 ",Residential,2007,2175,$173.43 ,34.3655332,-83.9058273
277,15028 000233,3917 TURKEY RIDGE WAY,Hall County,GA,3/1/2022,"$580,000.00 ",Residential,2016,2718,$213.39 ,34.1685111,-83.8041137
278,10132 000030,5216 LAUREL LN,Hall County,GA,3/1/2022,"$422,500.00 ",Residential,2021,2544,$166.08 ,34.381305,-83.8257776
279,15036D000133,3815 SW AMBERLEIGH TRCE,Hall County,GA,3/1/2022,"$338,000.00 ",Residential,2006,3353,$100.81 ,34.2278948,-83.8486477
280,08098A000084,4817 ZEPHYR COVE PL,Hall County,GA,3/1/2022,"$250,000.00 ",Residential,2004,1692,$147.75 ,34.1895781,-83.9170107
281,15047P000019,6406 CROSSCREEK LN,Hall County,GA,2/28/2022,"$430,000.00 ",Residential,2020,2470,$174.09 ,34.1550499,-83.8970531
282,15047 000619,7355 BIRD SONG PL,Hall County,GA,2/28/2022,"$511,111.00 ",Residential,2013,3102,$164.77 ,34.1492008,-83.9065723
283,15015B000073,3043 SADDLE CREEK DR,Hall County,GA,2/28/2022,"$150,000.00 ",Residential,1995,1490,$100.67 ,34.2711956,-83.7428436
284,12007 000062,5637 LINDEN DR,Hall County,GA,2/28/2022,"$599,900.00 ",Residential,2007,3629,$165.31 ,34.4500198,-83.8273522
285,15041H000033,2952 CLIMBING ROSE ST,Hall County,GA,2/28/2022,"$592,000.00 ",Residential,2005,3289,$179.99 ,34.107577,-83.891672
286,08032 000008E,4040 HOLIDAY LN,Hall County,GA,2/28/2022,"$260,000.00 ",Residential,1970,1456,$178.57 ,34.2554524,-83.8885673
287,15022J000247,3040 SE CEDAR GLEN RUN,Hall County,GA,2/28/2022,"$339,500.00 ",Residential,2016,1812,$187.36 ,34.2820667,-83.7661593
288,15039G000046,6010 CREEKSIDE LN,Hall County,GA,2/28/2022,"$501,000.00 ",Residential,2006,2052,$244.15 ,34.1214442,-83.8440495
289,08111 001038,5735 GARDEN WALK,Hall County,GA,2/28/2022,"$387,000.00 ",Residential,1994,2621,$147.65 ,34.1988213,-83.9347901
290,08026 000302,3325 SW CAMPUS POINTE CIR,Hall County,GA,2/28/2022,"$275,000.00 ",Residential,2006,1234,$222.85 ,34.2418981,-83.8581756
291,08139 003006D,6157 ORVILLE DR,Hall County,GA,2/28/2022,"$325,000.00 ",Residential,1974,1550,$209.68 ,34.166415,-83.9500108
292,08161A000015,6486 MILLSTONE COVE DR,Hall County,GA,2/28/2022,"$435,000.00 ",Residential,2004,2900,$150.00 ,34.1706923,-83.9714084
293,10131A000036,5019 CUMBERLAND RUN,Hall County,GA,2/28/2022,"$321,100.00 ",Residential,1998,1746,$183.91 ,34.391825,-83.8314545
294,08024 006157,4466 SW SILVER OAK DR,Hall County,GA,2/28/2022,"$458,674.00 ",Residential,2021,3196,$143.52 ,34.2532393,-83.867164
295,10098 000049,4037 HIDDEN HOLLOW TER,Hall County,GA,2/28/2022,"$205,000.00 ",Residential,2000,3472,$59.04 ,34.3626798,-83.8867044
296,12007 000077,5722 BRICKHAMPTON CT,Hall County,GA,2/28/2022,"$607,000.00 ",Residential,2017,3103,$195.62 ,38.07443405,-77.92503995
297,15029A000014,5562 CONCORD CIR,Hall County,GA,2/28/2022,"$244,000.00 ",Residential,1995,1456,$167.58 ,34.1793343,-83.8208461
298,15029A000014,5562 CONCORD CIR,Hall County,GA,2/28/2022,"$259,000.00 ",Residential,1995,1456,$177.88 ,34.1793343,-83.8208461
299,15042 000481,7005 BRANCH CREEK CV,Hall County,GA,2/28/2022,"$506,840.00 ",Residential,2021,2854,$177.59 ,34.1393581,-83.8904797
300,08099 000030,5121 PARKWOOD DR,Hall County,GA,2/28/2022,"$413,000.00 ",Residential,2020,2484,$166.26 ,34.1979608,-83.9208897
301,11134 000136,5452 FISHERMANS CV,Hall County,GA,2/28/2022,"$720,105.00 ",Residential,2021,2741,$262.72 ,34.4103671,-83.9552006
302,15041C000127,7553 GRAND REUNION DR,Hall County,GA,2/28/2022,"$360,000.00 ",Residential,2000,1834,$196.29 ,34.1124556,-83.8626474
303,00115 004047,358 SKYVIEW LN,Hall County,GA,2/28/2022,"$200,000.00 ",Residential,1970,1000,$200.00 ,34.3086061,-83.8612393
304,01091 002014,1681 NE WALKER ST,Hall County,GA,2/28/2022,"$275,000.00 ",Residential,1963,1626,$169.13 ,34.3256995,-83.8341477
305,15041D000116,6133 CEDAR SPRING LN,Hall County,GA,2/28/2022,"$543,000.00 ",Residential,2006,3890,$139.59 ,34.1250661,-83.8662503
306,15046L000018,5129 YELLOW STONE DR,Hall County,GA,2/28/2022,"$330,000.00 ",Residential,2002,2034,$162.24 ,34.1641028,-83.9076069
307,10007 000062,6153 WESTCHESTER PL,Hall County,GA,2/28/2022,"$430,500.00 ",Residential,2018,2561,$168.10 ,34.3555733,-83.9690726
308,15023D002012,2807 SIX GUN DR,Hall County,GA,2/28/2022,"$210,000.00 ",Residential,1971,1000,$210.00 ,34.2597847,-83.7496899
309,10079 001096,5585 CHECKERED SPOT DR,Hall County,GA,2/28/2022,"$425,000.00 ",Residential,2021,2254,$188.55 ,34.3849493,-83.8954595
310,01092 003048,1727 NE OAK TREE HOLW,Hall County,GA,2/28/2022,"$950,000.00 ",Residential,2016,4312,$220.32 ,34.3281089,-83.8311547
311,01097B000050,2214 NE SANDRIDGE COMMONS LN,Hall County,GA,2/28/2022,"$255,000.00 ",Residential,2019,1502,$169.77 ,34.3324243,-83.8399922
312,15007C000007,4963 MCKINLEY DR,Hall County,GA,2/28/2022,"$287,500.00 ",Residential,1998,1070,$268.69 ,34.3581141,-83.6952309
313,15029B000101,5426 WOODSTREAM CT,Hall County,GA,2/28/2022,"$458,802.00 ",Residential,2021,2468,$185.90 ,34.1760213,-83.8036247
314,15030D000023,2911 RIVERCREST DR,Hall County,GA,2/28/2022,"$374,900.00 ",Residential,2000,2145,$174.78 ,34.2219985,-83.8229804
315,12026 000039,4329 HUNTER RD,Hall County,GA,2/28/2022,"$285,207.00 ",Residential,2000,1132,$251.95 ,34.4079781,-83.8076246
316,15012C000062,4669 TURNING LEAF DR,Hall County,GA,2/28/2022,"$273,600.00 ",Residential,2001,1186,$230.69 ,34.2351371,-83.6973072
317,15037H000136,4416 LONGMEAD RD,Hall County,GA,2/28/2022,"$515,000.00 ",Residential,2004,3373,$152.68 ,34.1995173,-83.8452923
318,01104 002054,410 NE HUDSON COVE TRL,Hall County,GA,2/28/2022,"$400,078.00 ",Residential,2021,2938,$136.17 ,34.3498405,-83.8479051
319,08151 002086,5392 SUMMER OAK LN,Hall County,GA,2/28/2022,"$611,355.00 ",Residential,2021,3828,$159.71 ,34.1525264,-83.9512313
320,09124 000027C,2014 EDMONDS DR,Hall County,GA,2/28/2022,"$132,000.00 ",Residential,1960,624,$67.21 ,34.323571,-83.7996654
321,15014F000007,3232 BLUFFTON DR,Hall County,GA,1/13/2022,"$286,700.00 ",Residential,2018,1321,$217.03 ,34.2293174,-83.7496229
322,15014F000007,3232 BLUFFTON DR,Hall County,GA,2/28/2022,"$336,000.00 ",Residential,2018,1321,$254.35 ,34.2293174,-83.7496229
323,08031 004085,4764 SW LOST CREEK DR,Hall County,GA,2/28/2022,"$365,000.00 ",Residential,2016,1614,$226.15 ,34.249153,-83.8758571
324,08024 006113,4648 SW SILVER OAK DR,Hall County,GA,2/28/2022,"$515,136.00 ",Residential,2021,3080,$167.25 ,34.2524558,-83.8692559
325,08081 006025,5330 BROWNS BRIDGE RD,Hall County,GA,2/28/2022,"$185,000.00 ",Residential,1967,1200,$154.17 ,34.2629204,-83.9379752
326,08137A000069,6047 DEVONSHIRE DR,Hall County,GA,2/28/2022,"$400,000.00 ",Residential,1997,2382,$167.93 ,34.1503874,-83.9287918
327,12046 000041,4469 HIGHLAND GATE PKWY,Hall County,GA,2/25/2022,"$324,900.00 ",Residential,2021,2080,$156.20 ,34.4134257,-83.7905929
328,10017 000087,6760 HEDGE ROW LN,Hall County,GA,2/25/2022,"$891,000.00 ",Residential,2006,4754,$187.42 ,34.3487885,-83.9642147
329,12127 000073,8629 DRAKE DR,Hall County,GA,2/25/2022,"$574,240.00 ",Residential,2007,3199,$179.51 ,34.4593952,-83.7159127
330,10074 000076,4607 ENFIELD DR,Hall County,GA,2/25/2022,"$345,000.00 ",Residential,2003,1582,$218.08 ,34.3640399,-83.908807
331,10086 000074,3466 CROWN DR,Hall County,GA,2/25/2022,"$415,000.00 ",Residential,2020,1312,$316.31 ,34.3159057,-83.8949007
332,08065 000289,5135 WATCHMANS CV,Hall County,GA,2/25/2022,"$409,580.00 ",Residential,2021,1939,$211.23 ,34.2422247,-83.9104623
333,10135 000033,2627 PINEBROOK DR,Hall County,GA,2/25/2022,"$340,000.00 ",Residential,1977,1674,$203.11 ,34.3562842,-83.8263577
334,15029B000061,4845 RIVER BOTTOM DR,Hall County,GA,2/25/2022,"$520,000.00 ",Residential,2019,2976,$174.73 ,34.1851061,-83.8069821
335,09065 000002A,6689 BELTON BRIDGE RD,Hall County,GA,2/25/2022,"$158,500.00 ",Residential,1965,1416,$111.94 ,34.4026639,-83.660796
336,08075 002053A,5634 BARBERRY AVE,Hall County,GA,2/25/2022,"$328,990.00 ",Residential,2021,2361,$139.34 ,34.2206923,-83.9035122
337,15041 000371,5665 WILLOW SPRINGS PL,Hall County,GA,2/25/2022,"$586,819.00 ",Residential,2021,2612,$224.66 ,34.1105432,-83.8515035
338,15024 000011,4161 ROY PARKS RD,Hall County,GA,2/25/2022,"$75,000.00 ",Residential,1960,1356,$55.31 ,34.2114252,-83.7768185
339,15024 000011,4161 ROY PARKS RD,Hall County,GA,2/25/2022,"$350,000.00 ",Residential,1960,1356,$258.11 ,34.2114252,-83.7768185
340,15024 000074,4147 ROY PARKS RD,Hall County,GA,2/25/2022,"$225,000.00 ",Residential,1984,1188,$189.39 ,34.2109073,-83.7759891
341,15024 000074,4147 ROY PARKS RD,Hall County,GA,2/25/2022,"$350,000.00 ",Residential,1984,1188,$294.61 ,34.2109073,-83.7759891
342,08137B000019,6191 SADDLEHORSE DR,Hall County,GA,2/25/2022,"$427,000.00 ",Residential,2001,3266,$130.74 ,34.1567384,-83.9324529
343,10136 000097,2448 BASIN CT,Hall County,GA,2/25/2022,"$315,800.00 ",Residential,1986,1428,$221.15 ,34.3474597,-83.8295484
344,08024 006112,4652 SW SILVER OAK DR,Hall County,GA,2/25/2022,"$503,177.00 ",Residential,2021,3560,$141.34 ,34.2523121,-83.8691736
345,15047 001191,7008 FLAGSTONE WAY,Hall County,GA,2/25/2022,"$517,150.00 ",Residential,2021,2136,$242.11 ,34.1464313,-83.8978809
346,01042 001017,531 NW CRESTVIEW TER,Hall County,GA,2/25/2022,"$356,000.00 ",Residential,1952,1778,$200.22 ,34.3068341,-83.8328218
347,10052A000002,4822 COOL SPRINGS RD,Hall County,GA,2/25/2022,"$289,000.00 ",Residential,1973,1332,$216.97 ,34.385159,-83.9322668
348,10052A000002,4822 COOL SPRINGS RD,Hall County,GA,2/25/2022,"$289,000.00 ",Residential,1973,1332,$216.97 ,34.385159,-83.9322668
349,07331 001026,6008 ISLAND VIEW DR,Hall County,GA,2/25/2022,"$755,000.00 ",Residential,1981,1989,$379.59 ,34.1557054,-84.0000302
350,08140 000123,6316 CHESTNUT HILL RD,Hall County,GA,2/25/2022,"$425,000.00 ",Residential,2000,2448,$173.61 ,34.174463,-83.9569581
351,15029B000070,4993 LITTLE FOX TRL,Hall County,GA,2/25/2022,"$489,324.00 ",Residential,2021,3148,$155.44 ,34.18112,-83.805313
352,15048F000002,6108 LIVE OAK DR,Hall County,GA,2/25/2022,"$277,000.00 ",Residential,2000,1184,$233.95 ,34.1315151,-83.9027234
353,08075 002052A,5630 BARBERRY AVE,Hall County,GA,2/25/2022,"$338,990.00 ",Residential,2021,2496,$135.81 ,34.2206923,-83.9035122
354,11134 000125,5408 FISHERMANS CV,Hall County,GA,2/25/2022,"$311,000.00 ",Residential,2021,2794,$111.31 ,34.4062505,-83.9562138
355,11056 000010,6435 BEN PARKS RD,Hall County,GA,2/25/2022,"$390,000.00 ",Residential,1984,2856,$136.55 ,34.4374754,-83.8791695
356,15039K000058,6229 LONGLEAF DR,Hall County,GA,2/25/2022,"$315,000.00 ",Residential,2009,1404,$224.36 ,34.1297797,-83.8460327
357,01092 002020,1685 NE BLUERIDGE DR,Hall County,GA,2/25/2022,"$1,175,000.00 ",Residential,2015,2828,$415.49 ,34.3296778,-83.826482
358,15024 000013,4155 ROY PARKS RD,Hall County,GA,2/25/2022,"$175,000.00 ",Residential,1955,776,$225.52 ,34.2112332,-83.7764453
